0.0,-0.20671559641207532,-0.01310816796962185,0.58468,0.07981523293243148
0.1,-0.20709743407391604,-0.013356853870813638,0.58576,0.08116701968248455
0.2,-0.2063903272927295,-0.01399041980068733,0.58376,0.08385055632925331
0.30000000000000004,-0.2059377789527701,-0.015115169584111996,0.58248,0.08782579225671151
0.4,-0.2076631194988653,-0.016925047310442795,0.58736,0.09303273853609188
0.5,-0.20494782945910894,-0.01892108244263429,0.57968,0.09939166795221072
0.6000000000000001,-0.20588121041027518,-0.021841898519020908,0.58232,0.10680356331610948
0.7000000000000001,-0.2058953525458989,-0.02533145786371788,0.58236,0.11515097708819738
0.8,-0.20808738356757722,-0.029823470801217385,0.58856,0.12429947355910897
0.9,-0.2069842969889262,-0.034579233355252065,0.58544,0.13409979571281408
